Rk;Player;Nation;Pos;Squad;Comp;Age;Born;MP;Starts;Min;90s;Goals;Shots;SoT;SoT%;G/Sh;G/SoT;ShoDist;ShoFK;ShoPK;PKatt;PasTotCmp;PasTotAtt;PasTotCmp%;PasTotDist;PasTotPrgDist;PasShoCmp;PasShoAtt;PasShoCmp%;PasMedCmp;PasMedAtt;PasMedCmp%;PasLonCmp;PasLonAtt;PasLonCmp%;Assists;PasAss;Pas3rd;PPA;CrsPA;PasProg;PasAtt;PasLive;PasDead;PasFK;TB;Sw;PasCrs;TI;CK;CkIn;CkOut;CkStr;PasCmp;PasOff;PasBlocks;SCA;ScaPassLive;ScaPassDead;ScaDrib;ScaSh;ScaFld;ScaDef;GCA;GcaPassLive;GcaPassDead;GcaDrib;GcaSh;GcaFld;GcaDef;Tkl;TklWon;TklDef3rd;TklMid3rd;TklAtt3rd;TklDri;TklDriAtt;TklDri%;TklDriPast;Blocks;BlkSh;BlkPass;Int;Tkl+Int;Clr;Err;Touches;TouDefPen;TouDef3rd;TouMid3rd;TouAtt3rd;TouAttPen;TouLive;ToAtt;ToSuc;ToSuc%;ToTkl;ToTkl%;Carries;CarTotDist;CarPrgDist;CarProg;Car3rd;CPA;CarMis;CarDis;Rec;RecProg;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;TklW;PKwon;PKcon;OG;Recov;AerWon;AerLost;AerWon%
1188;Marin Jakoliš;CRO;FW;Angers;Ligue 1;26;1996;1;0;28;0.3;0;6.67;3.33;50;0;0;12.7;0;0;0;13.3;23.3;5.71E+01;210;103.3;3.33;3.33;100;10;16.7;60;0;3.33;0;0;0;3.33;0;0;10;23.3;20;3.33;0;0;0;6.67;0;3.33;0;3.33;0;13.3;0;0;6.67;6.67;0;0;0;0;0.00E+00;0;0;0;0;0;0;0;3.33;3.33;0;0;3.33;0;0;0;0;0;0.00E+00;0;0;3.33;0;0;46.7;0;3.33;10;33.3;10;46.7;6.67;0;0;6.67;1.00E+02;36.7;263.3;113.3;6.67;0;3.33;3.33;3.33;36.7;6.67;0;0;0;3.33;0;0;6.67;3.33;0;0;0;3.33;0;3.33;0
1189;Daniel James;WAL;FW;Leeds United;Premier League;25;1997;4;2;198;2.2;0;1.36;0.45;33.3;0;0;17.6;0;0;0;10.9;18.2;60;116.4;30;8.18;10;81.8;2.27;4.55;50;0;1.36;0;0;0.45;0.45;1.36;0.45;1.36;18.2;18.2;0;0;0;0;2.73;0;0;0;0;0;10.9;0;1.82;1.82;1.36;0;0;0;0.45;0;0;0;0;0;0;0;0;2.73;0.91;0.45;1.36;0.91;1.36;2.73;50;1.36;1.82;0;1.82;0.91;3.64;0.91;0;30;0.45;4.09;11.8;14.5;2.73;30;2.73;0.45;16.7;0.91;33.3;15.9;105.9;50.9;2.73;0.91;1.36;1.36;0.45;17.7;4.09;0;0;0;0.91;2.73;0;2.73;0.91;0;0;0;3.18;0;1.82;0
1190;Daniel James;WAL;FW;Fulham;Premier League;25;1997;12;3;360;4;1;2.5;0.5;20;0.1;0.5;13.5;0;0;0;19;29.3;65;256.5;53.5;13.3;15.5;85.5;4.75;8.25;57.6;0.5;2;25;0;1;0.5;1.5;0.25;3;29.3;28.5;0.75;0;0;0;4;0.75;0;0;0;0;19;0;2.5;2;1.75;0;0;0;0.25;0;0;0;0;0;0;0;0;1;0.75;0.25;0.5;0.25;0.75;1.5;50;0.75;0.5;0.25;0.25;0.25;1.25;1;0;39.3;1.75;4.5;12.5;23.5;3.5;39.3;1.75;0.25;14.3;0.5;28.6;23.5;204;117;3.75;1.75;1;1.75;1.5;26;6.75;0;0;0;0.25;2.5;0.25;4;0.75;0.25;0;0;6.25;0.25;1.25;16.7
1191;Reece James;ENG;DFMF;Chelsea;Premier League;23;1999;10;9;760;8.4;1;1.19;0.48;40;0.1;0.25;21.2;0.24;0;0;67.1;78.2;85.8;1067.7;284.3;36.4;38.6;94.4;23.6;27.7;85;5.36;7.86;68.2;0.12;1.31;3.93;1.43;0.24;6.43;78.2;66.3;11.7;1.9;0;0.36;5.71;8.21;1.55;1.07;0.12;0;67.1;0.24;1.07;2.98;2.26;0.48;0.12;0.12;0;0;0.24;0.24;0;0;0;0;0;2.26;1.31;0.6;1.55;0.12;0.95;1.31;72.7;0.36;0.95;0.12;0.83;0.95;3.21;1.55;0;86.8;2.02;17.1;38.3;31.7;1.79;86.8;1.9;0.83;43.8;0.71;37.5;48;273;151.9;4.52;2.5;0.6;0.95;0.95;60.2;9.4;0.36;0;0;0.83;1.07;0.36;5.71;1.31;0;0;0;6.43;1.55;1.07;59.1
1192;Vitaly Janelt;GER;MFDF;Brentford;Premier League;24;1998;22;15;1419;15.8;2;0.51;0.25;50;0.25;0.5;12.1;0;0;0;31.8;40.3;78.9;543.4;154.8;16.2;18.5;87.7;11.3;13.8;82.1;3.48;5.57;62.5;0.06;0.57;2.85;0.63;0.25;3.04;40.3;38.4;1.65;0.7;0.19;0.63;0.82;0.89;0.06;0.06;0;0;31.8;0.25;0.63;2.09;1.71;0.06;0.13;0.13;0;0.06;0.19;0.19;0;0;0;0;0;2.72;1.33;1.14;1.08;0.51;1.08;2.15;50;1.08;1.14;0.44;0.7;1.08;3.8;1.33;0;50.4;2.91;14.4;26.7;9.62;1.58;50.4;1.14;0.57;50;0.51;44.4;25.8;111.2;51.1;0.7;0.89;0.06;0.7;0.7;28.9;1.08;0.06;0;0;0.89;0.95;0;0.82;1.33;0;0;0;7.03;1.33;1.01;56.8
1193;Saidy Janko;GAM;DF;Bochum;Bundesliga;27;1995;12;7;647;7.2;0;0.14;0;0;0;0;21.9;0;0;0;25.8;36.5;70.7;447.4;128.2;12.4;16;77.4;10.4;13.9;75;2.78;5.28;52.6;0;0.14;1.94;0.42;0;2.22;36.5;27.6;8.89;0.42;0;0;1.81;8.47;0;0;0;0;25.8;0;1.53;0.28;0.28;0;0;0;0;0;0;0;0;0;0;0;0;1.67;1.11;1.25;0.42;0;0.97;1.67;58.3;0.69;1.81;0.42;1.39;1.11;2.78;2.22;0.14;48.8;3.75;13.9;26.8;8.89;0.14;48.8;2.36;1.39;58.8;0.69;29.4;20.3;157.2;70.1;2.36;1.94;0.14;1.94;1.25;23.5;2.78;0.14;0;0;1.25;0.56;0;1.81;1.11;0;0.28;0;5.28;0.69;0.42;62.5
1194;Pontus Jansson;SWE;DF;Brentford;Premier League;31;1991;7;6;515;5.7;0;0.18;0;0;0;0;15.4;0;0;0;34.4;42.3;81.3;669.3;212.6;9.47;11.4;83.1;21.8;24.4;89.2;3.16;5.44;58.1;0;0;1.58;0;0;2.28;42.3;41.4;0.88;0.88;0.18;0;0;0;0;0;0;0;34.4;0;0.18;0.18;0;0;0;0.18;0;0;0;0;0;0;0;0;0;0.53;0.35;0.35;0.18;0;0.35;0.53;66.7;0.18;1.4;1.05;0.35;1.4;1.93;4.39;0;50.2;8.25;30.5;18.9;0.7;0.7;50.2;0.35;0.35;100;0;0;26.1;105.8;42.3;0.18;0;0;0.18;0.18;29.3;0;0;0;0;0.18;0.18;0.18;0;0.35;0;0;0;2.81;2.98;1.58;65.4
1195;Tony Jantschke;GER;DFMF;M'Gladbach;Bundesliga;32;1990;5;1;88;1;0;0;0;0;0;0;0;0;0;0;57;64;89.1;1031;282;18;19;94.7;33;36;91.7;5;8;62.5;0;0;0;0;0;1;64;64;0;0;0;0;0;0;0;0;0;0;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;0;1;1;100;0;4;2;2;0;2;5;0;76;10;49;26;1;0;76;0;0;0;0;0;42;147;43;0;0;0;0;0;52;0;0;0;0;2;0;0;0;1;0;0;0;1;4;1;80
1196;Adnan Januzaj;BEL;FW;Sevilla;La Liga;28;1995;2;1;47;0.5;0;0;0;0;0;0;0;0;0;0;30;48;62.5;458;70;20;24;83.3;8;10;80;2;6;33.3;0;0;0;0;0;2;48;44;2;0;0;0;2;0;2;0;2;0;30;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;2;2;0;0;60;0;4;24;32;2;60;16;8;50;6;37.5;38;342;64;0;2;0;2;2;44;12;0;0;0;2;4;0;2;0;0;0;0;10;0;0;0
1197;Javi;ESP;DF;Girona;La Liga;24;1998;10;4;365;4.1;0;0.98;0;0;0;0;20.7;0;0;0;52.2;62.4;83.6;821.5;335.4;26.6;29.8;89.3;20.5;23.7;86.6;3.41;4.63;73.7;0.24;0.73;5.85;1.46;0.24;6.59;62.4;54.4;7.8;2.44;0;0.49;1.71;5.37;0;0;0;0;52.2;0.24;1.71;1.71;1.22;0;0.24;0.24;0;0;0.24;0.24;0;0;0;0;0;1.22;0.73;0.98;0;0.24;0.73;0.98;75;0.24;0.24;0;0.24;0.49;1.71;2.2;0;70.2;4.63;22.9;34.6;12.7;0.98;70.2;0.49;0.24;50;0.24;50;40.7;216.1;145.1;2.93;1.46;0.24;0.49;0.73;47.1;2.93;0.24;0;0;0.49;1.95;0;1.71;0.73;0;0;0;5.37;0.98;0.24;80
1198;Luis Javier Suárez;COL;FW;Almería;La Liga;25;1997;6;4;323;3.6;2;2.78;1.39;50;0.2;0.4;17;0;0;0;21.9;30.8;71.2;329.4;42.5;13.3;17.2;77.4;5.83;8.33;70;1.67;2.5;66.7;0;1.11;0.83;0;0;1.11;30.8;28.1;2.78;0.28;0.28;0.28;1.11;0;0.28;0;0.28;0;21.9;0;0.28;3.61;1.39;0.28;0.56;1.11;0.28;0;0;0;0;0;0;0;0;1.39;0.56;0;0.83;0.56;0.56;0.83;66.7;0.28;0.56;0;0.56;0;1.39;0;0;41.1;0;1.39;22.8;18.1;4.44;41.1;3.06;2.22;72.7;0.83;27.3;24.2;130;55.3;2.78;1.11;1.39;1.94;1.94;31.4;5.83;0;0;0;2.5;1.11;0.56;1.11;0.56;0;0;0;4.72;2.78;3.89;41.7
1199;Luis Javier Suárez;COL;FW;Marseille;Ligue 1;25;1997;7;2;293;3.3;3;4.85;2.12;43.8;0.19;0.43;12.6;0;0;0;16.1;23.6;67.9;273.9;79.7;7.88;11.8;66.7;6.36;8.18;77.8;1.21;1.21;100;0.3;0.91;2.42;1.21;0;3.33;23.6;22.4;1.21;0;0;0.3;0;0;0;0;0;0;16.1;0;0.91;2.42;1.82;0;0.3;0.3;0;0;0.61;0.3;0;0;0.3;0;0;1.21;0.3;0.3;0.61;0.3;0.3;0.91;33.3;0.61;0.3;0;0.3;0.91;2.12;1.82;0;36.1;2.12;4.55;16.1;16.1;6.06;36.1;0.91;0.91;100;0;0;23.6;133.3;54.8;1.52;1.52;0;2.12;0.3;24.2;5.15;0.3;0;0;1.82;1.52;0;0;0.3;0;0;0;1.52;1.82;5.15;26.1
1200;Dany Jean;HAI;DF;Strasbourg;Ligue 1;20;2002;1;0;9;0.1;0;0;0;0;0;0;0;0;0;0;20;50;40;390;200;10;30;33.3;10;20;50;0;0;0;0;0;0;10;0;20;50;50;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;10;0;0;0;0;80;0;10;20;50;0;80;10;0;0;10;100;50;180;80;0;0;0;0;10;50;10;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0
1201;Julian Jeanvier;GUI;DF;Auxerre;Ligue 1;30;1992;15;15;1243;13.8;1;0.58;0.29;50;0.13;0.25;8.7;0;0;0;36.5;43;85;729.5;257.3;12;13.6;88.3;18.9;20.5;92.2;4.78;7.46;64.1;0;0;0.94;0;0;1.52;43;41.6;1.23;1.09;0;0.29;0.07;0.14;0;0;0;0;36.5;0.14;0.36;0.51;0.29;0.07;0.07;0;0.07;0;0;0;0;0;0;0;0;1.81;0.8;1.45;0.36;0;0.72;1.09;66.7;0.36;1.01;0.87;0.14;1.23;3.04;4.42;0.07;53;8.84;30.4;21.1;1.52;0.87;53;0.14;0.07;50;0.07;50;38.1;205.1;108;0.29;0.22;0;0.36;0.07;34.4;0.36;0.29;0.07;0.07;1.16;0.58;0;0.07;0.8;0;0;0;4.71;1.16;1.3;47.1
1202;Fredrik Jensen;FIN;FWMF;Augsburg;Bundesliga;25;1997;15;7;769;8.5;1;1.06;0.24;22.2;0.11;0.5;19;0;0;0;16.1;29.8;54.2;306;110.5;7.41;10.1;73.3;5.53;10.1;54.7;2.59;6.24;41.5;0.12;1.53;2.35;1.29;0.24;2.71;29.8;25.5;4;0.35;0;0.12;2.94;2.12;1.53;0.47;1.06;0;16.1;0.24;1.65;2.24;1.88;0.35;0;0;0;0;0.12;0.12;0;0;0;0;0;1.29;0.94;0.71;0.35;0.24;0.35;0.71;50;0.35;1.06;0.59;0.47;0.35;1.65;1.29;0;39.8;2.35;6.94;16.6;16.2;2.35;39.8;0.94;0.12;12.5;0.82;87.5;19.4;74.5;25.3;0.24;0.82;0.12;1.65;1.65;22.9;5.06;0.12;0;0;1.65;0.59;0.24;2.94;0.94;0;0;0;2.82;2.24;2.71;45.2
1203;Mathias Jensen;DEN;MF;Brentford;Premier League;27;1996;22;22;1675;18.6;3;0.75;0.22;28.6;0.21;0.75;23.5;0.11;0;0;33.7;49.4;68.1;664.2;253.3;14.8;18.2;81.4;12.1;17;71;5.86;11.6;50.7;0.22;1.34;3.71;0.91;0.32;4.09;49.4;37;12.2;2.58;0.11;0.91;5.22;4.95;2.96;1.4;0.81;0.27;33.7;0.16;0.91;3.17;1.45;1.45;0;0.16;0.05;0.05;0.48;0.27;0.11;0;0.05;0;0.05;2.42;1.13;0.97;1.02;0.43;0.91;3.01;30.4;2.1;1.77;0.05;1.72;1.18;3.6;0.86;0.05;60.6;1.29;12.6;27.6;20.9;1.08;60.6;1.88;0.65;34.3;0.97;51.4;28;109;40.5;0.81;0.75;0.05;2.04;1.13;31.3;2.2;0.16;0;0;1.13;0.65;0.05;5.22;1.13;0;0;0;6.24;0.38;0.7;35
1204;Moritz Jenz;GER;DF;Schalke 04;Bundesliga;23;1999;3;3;270;3;0;1.33;0.67;50;0;0;9.7;0;0;0;35;46;76.1;735;249;11.3;13.7;82.9;19;21.3;89.1;4.67;10.7;43.8;0;0;1;0;0;1.67;46;44.7;1.33;1.33;0;0.33;0;0;0;0;0;0;35;0;0.33;1.67;1.33;0;0;0;0;0.33;0;0;0;0;0;0;0;1.33;1.33;0.33;0.67;0.33;0.67;1.33;50;0.67;2.33;1.33;1;1;2.33;3.33;0;57;9.67;37.3;18.7;1.67;1.33;57;0;0;0;0;0;32;141.7;83;0.33;0.33;0;0.33;0;33.7;0;0.33;0;0;2;0.33;0.33;0;1.33;0;0.33;0;6.33;3.67;2.33;61.1
1205;Gabriel Jesus;BRA;FW;Arsenal;Premier League;25;1997;14;14;1219;13.5;5;3.7;1.48;40;0.1;0.25;10.9;0;0;0;24.1;29.8;80.8;356.1;79.1;13;15.3;85;8.37;9.48;88.3;1.26;1.85;68;0.37;1.63;1.7;0.89;0.07;2.81;29.8;27.3;2.37;0.07;0.07;0.22;0.52;0.52;0;0;0;0;24.1;0.07;0.81;4.22;2;0.07;0.67;0.59;0.67;0.22;0.52;0.37;0;0;0.07;0.07;0;1.41;1.19;0.67;0.37;0.37;0.52;1.19;43.8;0.67;1.11;0.15;0.96;0.59;2;0.74;0.07;47.2;1.19;3.93;17.9;25.6;9.11;47.2;4.89;2;40.9;2.3;47;27.4;153.2;66.2;2.22;1.11;1.33;4;2.96;35.9;9.04;0.3;0;0;1.78;2.81;0.59;0.52;1.19;0.07;0;0;3.11;1.78;3.41;34.3
1206;Juan Jesus;BRA;DF;Napoli;Serie A;31;1991;7;7;599;6.7;1;0.6;0.15;25;0.25;1;13.4;0;0;0;60.3;67;90;1104.2;352.1;21.9;23;95.5;32.8;35.4;92.8;4.63;6.42;72.1;0;0.15;3.13;0.15;0;4.18;67;64.2;2.69;2.09;0;0;0;0.45;0;0;0;0;60.3;0.15;0;1.19;0.75;0;0;0.3;0;0.15;0.15;0.15;0;0;0;0;0;1.34;0.75;0.75;0.45;0.15;0.75;1.04;71.4;0.3;2.09;1.04;1.04;0.9;2.24;3.28;0;76.6;6.42;31.2;44.5;1.34;0.9;76.6;0;0;0;0;0;47.9;245.1;132.7;0.45;0.15;0;0.45;0;52.1;0.15;0.3;0;0;0.75;0.15;0;0;0.75;0;0;0;5.37;2.84;0.6;82.6
1207;Raúl Jiménez;MEX;FW;Wolves;Premier League;31;1991;7;3;325;3.6;0;3.33;1.11;33.3;0;0;15;0;0;0;12.2;17.5;69.8;148.3;31.7;8.61;10.3;83.8;2.78;4.44;62.5;0.28;1.11;25;0;0.83;0.83;0.56;0;1.67;17.5;16.7;0.83;0;0;0;0.28;0.28;0;0;0;0;12.2;0;0.56;1.67;1.39;0;0;0.28;0;0;0;0;0;0;0;0;0;0.56;0.56;0.28;0.28;0;0;0.28;0;0.28;1.94;0;1.94;0;0.56;1.11;0;28.6;1.67;2.5;11.1;15;5.56;28.6;1.11;0.56;50;0.28;25;15.3;75.8;33.9;1.11;0.83;0.28;1.94;1.94;22.8;5.28;0;0;0;1.11;1.94;1.67;0.28;0.56;0;0;0;1.39;3.33;2.5;57.1
1208;Joaquín;ESP;MFFW;Betis;La Liga;41;1981;8;1;212;2.4;0;1.67;0.42;25;0;0;11.8;0;0;0;49.2;60.4;81.4;737.1;197.9;28.8;30.4;94.5;15;17.5;85.7;3.75;7.5;50;0.42;5;2.5;1.67;0.42;6.25;60.4;53.8;6.67;2.5;0.83;0;7.92;0.42;3.75;1.25;1.67;0;49.2;0;2.08;7.92;5.83;0.83;0.42;0.42;0.42;0;0.42;0.42;0;0;0;0;0;0.42;0.42;0;0.42;0;0;0.83;0;0.83;0.42;0;0.42;0.83;1.25;0.83;0;67.5;0.83;3.33;23.3;41.3;3.75;67.5;2.08;1.25;60;0.42;20;43.8;272.1;150;5;2.92;2.08;2.08;1.25;52.5;8.33;0.83;0;0;0;2.5;0;7.92;0.42;0;0;0;4.17;0;0.83;0
1209;Joelinton;BRA;MFFW;Newcastle Utd;Premier League;26;1996;20;19;1690;18.8;2;1.65;0.59;35.5;0.06;0.18;14.3;0;0;0;34.8;42.5;82;512.1;141.5;19.5;22.3;87.4;11.7;12.9;90.5;1.97;2.55;77.1;0.05;1.01;2.66;0.85;0.16;4.57;42.5;41.1;1.28;0.16;0.11;0.21;0.69;0.85;0.21;0;0;0;34.8;0.16;1.49;2.82;1.97;0.05;0.21;0.21;0.37;0;0.27;0.16;0.05;0;0;0.05;0;2.66;1.86;1.28;1.01;0.37;1.01;1.97;51.4;0.96;1.91;0.21;1.7;1.44;4.1;1.54;0;58;2.55;10.5;27.5;20.9;3.56;58;3.62;1.65;45.6;1.49;41.2;29.8;171.4;82;2.29;1.65;0.27;2.77;2.07;37.3;5.43;0.48;0;0;1.97;1.06;0.05;0.69;1.86;0.05;0;0;6.76;2.02;2.23;47.5
1210;?órir Jóhann Helgason;ISL;MF;Lecce;Serie A;22;2000;7;2;154;1.7;0;0.59;0;0;0;0;32.3;0.59;0;0;20.6;28.2;72.9;381.2;164.7;8.24;11.2;73.7;8.24;9.41;87.5;3.53;6.47;54.5;0;1.76;0.59;0;0;1.18;28.2;23.5;4.71;0.59;0;0;5.29;0;3.53;2.94;0.59;0;20.6;0;0;2.35;1.18;1.18;0;0;0;0;0.59;0.59;0;0;0;0;0;0.59;0.59;0;0;0.59;0.59;0.59;100;0;0.59;0;0.59;1.18;1.76;1.18;0;35.9;2.35;10;13.5;13.5;0;35.9;0;0;0;0;0;15.3;58.8;25.3;0.59;1.18;0;1.76;0.59;16.5;0;0;0;0;1.18;0.59;0;5.29;0.59;0;0;0;4.71;0;1.76;0
1211;Ben Johnson;ENG;DF;West Ham;Premier League;23;2000;10;6;554;6.2;0;0;0;0;0;0;0;0;0;0;40;54.8;72.9;752.6;262.3;16.1;18.5;87;18.7;22.1;84.7;4.52;10.8;41.8;0;0.48;3.06;0.81;0.48;3.87;54.8;47.7;6.94;0.97;0;0.97;1.77;5.65;0;0;0;0;40;0.16;1.45;1.29;1.13;0;0.16;0;0;0;0;0;0;0;0;0;0;2.1;1.45;1.45;0.16;0.48;1.13;1.45;77.8;0.32;1.45;0.48;0.97;0.97;3.06;3.71;0.16;65.2;5.48;27.9;28.5;9.35;0.16;65.2;1.77;0.97;54.5;0.32;18.2;28.4;146.1;64.4;1.29;0.65;0;1.13;0.81;34.8;1.45;0;0;0;0.32;0.32;0;1.77;1.45;0;0;0;6.45;1.61;0.97;62.5
1212;Brennan Johnson;WAL;FW;Nott'ham Forest;Premier League;21;2001;22;20;1796;20;5;1.6;0.8;50;0.13;0.25;17.1;0;0.05;0.1;8.7;15.9;54.7;122;28.1;4.55;6.85;66.4;3.05;5.45;56;0.45;1.2;37.5;0.1;0.9;0.45;0.6;0.15;1.2;15.9;15.6;0.25;0;0;0.05;2;0.15;0.05;0.05;0;0;8.7;0.05;0.85;1.75;1.1;0;0.1;0.35;0.15;0.05;0.3;0.05;0;0.05;0.15;0.05;0;0.9;0.7;0.45;0.15;0.3;0.15;0.5;30;0.35;1.05;0.05;1;0.1;1;0.05;0.05;24.8;0.15;2.35;8.95;14.3;3.4;24.7;2.4;0.95;39.6;1;41.7;13.8;124.6;66;2.65;1.5;1.05;2.35;0.65;15.8;4.8;0.2;0;0;1.15;0.55;0.5;2;0.7;0;0;0;2.7;0.65;1.75;27.1
1213;Paul Joly;FRA;DF;Auxerre;Ligue 1;22;2000;10;10;867;9.6;0;0.73;0;0;0;0;23.5;0;0;0;53.5;67.9;78.8;1004.3;351.3;22.7;25.7;88.3;20.9;24.7;84.8;7.81;13.2;59.1;0;0.73;3.54;1.35;0.83;4.27;67.9;58.9;8.96;0.52;0.1;1.77;3.75;8.44;0;0;0;0;53.5;0.1;1.98;1.88;1.46;0;0.21;0.1;0.1;0;0.31;0.1;0;0.1;0;0.1;0;3.44;2.19;2.19;1.04;0.21;1.98;3.65;54.3;1.67;1.35;0.21;1.15;2.5;5.94;3.02;0.21;81.6;5.63;29.5;34.2;18.6;0.42;81.6;2.92;1.35;46.4;0.83;28.6;54.1;322.3;157.4;1.98;2.81;0.1;0.94;1.25;46.4;5;0.21;0;0;0.73;0.94;0;3.75;2.19;0.1;0;0;8.65;0.63;1.15;35.3
1214;Curtis Jones;ENG;MFFW;Liverpool;Premier League;22;2001;6;1;189;2.1;0;1.9;0.48;25;0;0;17.1;0;0;0;56.2;65.7;85.5;848.1;210;30;33.8;88.7;21.9;23.3;93.9;2.38;3.81;62.5;0;0.95;4.29;1.43;0;8.1;65.7;64.3;1.43;0;0.48;0.48;1.43;0.95;0;0;0;0;56.2;0;0.95;4.29;2.86;0;0.48;0.48;0;0.48;0;0;0;0;0;0;0;1.9;0.95;0.48;0.48;0.95;0.95;1.9;50;0.95;0.48;0;0.48;0.48;2.38;0.48;0;80.5;1.43;12.4;38.6;30;4.76;80.5;2.86;1.43;50;1.43;50;54.8;276.2;106.2;2.86;1.43;1.43;1.9;2.86;63.8;7.62;0.48;0;0;1.43;2.38;0;1.43;0.95;0;0;0;5.71;0;0;0
1215;Frenkie de Jong;NED;MF;Barcelona;La Liga;25;1997;18;14;1308;14.5;2;0.9;0.55;61.5;0.15;0.25;17.9;0;0;0;68.7;76.6;89.7;1084.3;340.1;38.2;40.8;93.7;24.3;26.4;91.9;4.69;5.79;81;0.07;1.45;7.66;1.72;0.21;8;76.6;73.7;2.41;1.24;0.55;0.62;0.76;0.62;0.48;0.14;0.14;0;68.7;0.48;0.9;3.93;3.03;0.28;0.28;0.14;0.07;0.14;0.34;0.28;0.07;0;0;0;0;1.86;0.97;0.55;0.9;0.41;0.83;1.52;54.5;0.69;0.34;0;0.34;1.38;3.24;0.83;0.07;84.5;1.38;13.6;51.8;19.8;1.93;84.5;2.07;1.31;63.3;0.62;30;58.3;370.3;216.3;3.52;3.1;0.41;0.9;1.1;67.4;3.1;0;0;0;0.9;1.03;0.07;0.76;0.97;0;0;0;6.9;0.62;0.55;52.9
1216;Joan Jordán;ESP;MF;Sevilla;La Liga;28;1994;17;14;1172;13;0;0.77;0.23;30;0;0;20;0.23;0;0;56.4;64.3;87.7;968.5;275.6;28.2;30.3;92.9;21.5;23.5;91.5;5.77;7.85;73.5;0.08;0.54;7.69;0.31;0;6.85;64.3;61.4;2.38;1.92;0.15;1.31;0.38;0.15;0.31;0.08;0.15;0;56.4;0.54;0.62;1.77;1.31;0.15;0;0;0.15;0.15;0.08;0;0.08;0;0;0;0;2;1.08;0.77;1.08;0.15;0.92;1.77;52.2;0.85;0.77;0.31;0.46;0.85;2.85;0.62;0;71.1;1.31;13.7;43.2;14.5;0.62;71.1;0.62;0.31;50;0.23;37.5;40.8;159.3;68.2;0.62;1.23;0;0.92;0.38;53.2;1.46;0.38;0;0;1.54;0.85;0;0.38;1.08;0;0;0;6.77;0.54;0.54;50
1217;Filip Jörgensen;DEN;GK;Villarreal;La Liga;20;2002;1;1;90;1;0;0;0;0;0;0;0;0;0;0;29;35;82.9;459;223;11;11;100;18;19;94.7;0;5;0;0;0;0;0;0;0;35;25;10;3;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;33;35;0;0;0;35;0;0;0;0;0;21;91;54;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1218;Jorginho;ITA;MF;Arsenal;Premier League;31;1991;1;0;32;0.4;0;2.5;0;0;0;0;18.9;0;0;0;60;75;80;847.5;250;25;30;83.3;17.5;20;87.5;5;10;50;0;0;2.5;0;0;10;75;75;0;0;0;0;0;0;0;0;0;0;60;0;2.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.5;2.5;0;2.5;0;0;0;0;0;0;0;0;0;2.5;0;0;80;0;20;45;17.5;5;80;2.5;2.5;100;0;0;37.5;175;135;0;0;0;0;0;67.5;0;0;0;0;0;2.5;0;0;2.5;0;0;0;7.5;2.5;2.5;50
1219;Jorginho;ITA;MF;Chelsea;Premier League;31;1991;18;15;1279;14.2;2;0.21;0.07;33.3;0;0;34.1;0;0.14;0.14;52.8;62.3;84.8;844.9;247.2;26.8;29.7;90;21.2;24.5;86.5;3.59;5.21;68.9;0;0.49;6.13;0.63;0;5.63;62.3;60.1;1.97;1.9;0.14;0.21;0.14;0.07;0;0;0;0;52.8;0.21;0.77;2.04;2.04;0;0;0;0;0;0.14;0.14;0;0;0;0;0;2.96;1.62;1.55;0.99;0.42;1.55;3.24;47.8;1.69;1.27;0.21;1.06;1.48;4.44;0.49;0;72.3;2.54;19.2;40.6;12.5;0.56;72.1;0.7;0.21;30;0.28;40;38.4;162.6;76.8;0.92;1.9;0.07;0.99;0.63;49.7;0.7;0.28;0;0;0.85;1.62;0;0.14;1.62;0;0;0;8.38;0.56;0.77;42.1
1220;Josan;ESP;DFMF;Elche;La Liga;33;1989;13;3;419;4.7;1;0.64;0.43;66.7;0.33;0.5;14.1;0;0;0;24.3;33.2;73.1;389.4;116.6;12.8;15.1;84.5;8.09;12.1;66.7;2.34;4.47;52.4;0;0.85;1.7;0.43;0;2.13;33.2;27.2;5.96;0.85;0;0;3.62;4.26;0.85;0.21;0.64;0;24.3;0;0;1.06;0.64;0.21;0;0;0.21;0;0;0;0;0;0;0;0;1.28;1.06;1.06;0.21;0;0.64;1.06;60;0.43;0.43;0;0.43;0;1.28;1.28;0;42.1;1.7;14;16.4;12.3;1.28;42.1;1.7;0.85;50;0.64;37.5;25.3;131.7;53.6;1.06;1.06;0.21;2.55;3.19;27.4;5.32;0.64;0;0;1.28;1.28;0.64;3.62;1.06;0;0.21;0;3.83;0.64;0.64;50
