Rk;Player;Nation;Pos;Squad;Comp;Age;Born;MP;Starts;Min;90s;Goals;Shots;SoT;SoT%;G/Sh;G/SoT;ShoDist;ShoFK;ShoPK;PKatt;PasTotCmp;PasTotAtt;PasTotCmp%;PasTotDist;PasTotPrgDist;PasShoCmp;PasShoAtt;PasShoCmp%;PasMedCmp;PasMedAtt;PasMedCmp%;PasLonCmp;PasLonAtt;PasLonCmp%;Assists;PasAss;Pas3rd;PPA;CrsPA;PasProg;PasAtt;PasLive;PasDead;PasFK;TB;PasPress;Sw;PasCrs;CK;CkIn;CkOut;CkStr;PasGround;PasLow;PasHigh;PaswLeft;PaswRight;PaswHead;TI;PaswOther;PasCmp;PasOff;PasOut;PasInt;PasBlocks;SCA;ScaPassLive;ScaPassDead;ScaDrib;ScaSh;ScaFld;ScaDef;GCA;GcaPassLive;GcaPassDead;GcaDrib;GcaSh;GcaFld;GcaDef;Tkl;TklWon;TklDef3rd;TklMid3rd;TklAtt3rd;TklDri;TklDriAtt;TklDri%;TklDriPast;Press;PresSucc;Press%;PresDef3rd;PresMid3rd;PresAtt3rd;Blocks;BlkSh;BlkShSv;BlkPass;Int;Tkl+Int;Clr;Err;Touches;TouDefPen;TouDef3rd;TouMid3rd;TouAtt3rd;TouAttPen;TouLive;DriSucc;DriAtt;DriSucc%;DriPast;DriMegs;Carries;CarTotDist;CarPrgDist;CarProg;Car3rd;CPA;CarMis;CarDis;RecTarg;Rec;Rec%;RecProg;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;TklW;PKwon;PKcon;OG;Recov;AerWon;AerLost;AerWon%
1145;Kai Havertz;GER;FWMF;Chelsea;Premier League;22;1999;29;22;1809;20.1;0.4;2.79;1.14;41.1;0.14;0.35;12.2;0;0;0;27.2;33.3;81.6;371.9;65.4;17.1;19.4;88.2;6.92;8.91;77.7;1.44;1.69;85.3;0.15;1;1.34;0.9;0.05;2.29;33.3;31.8;1.44;0;0.05;8.26;0.4;1;0;0;0;0;26.7;4.03;2.54;23.5;7.21;0.75;0.2;0.5;27.2;0.25;0.25;1.24;1.24;2.64;1.99;0;0.1;0.3;0.25;0;0.35;0.2;0;0.05;0.05;0.05;0;1.04;0.65;0.2;0.6;0.25;0.25;0.9;27.8;0.65;17.5;4.73;27;1.79;6.37;9.35;1.84;0.05;0;1.79;0.3;1.34;1.49;0;48.5;1.74;4.63;20.3;26.2;7.01;47.1;1.04;2.14;48.8;1.19;0.1;34.6;178.8;91.4;5.62;1.19;1.59;3.13;2.29;56.7;37.6;66.4;10.5;0.15;0;0;2.14;1.54;0.6;1;0.65;0.05;0;0;4.33;1.99;3.03;39.6
1146;Isaac Hayden;ENG;MFDF;Newcastle Utd;Premier League;27;1995;14;12;1002;11.1;0.09;0.54;0.09;16.7;0.17;1;12.8;0;0;0;23;28.6;80.2;419.5;82.2;10;11.7;85.4;10.3;12.1;85.1;2.52;3.69;68.3;0;0.18;1.71;0.09;0.09;0.81;28.6;27.2;1.44;0.81;0;6.04;0.36;0.45;0;0;0;0;20.7;3.78;4.14;3.24;22.3;1.71;0.09;0.09;23;0;0.9;0.72;0.99;0.54;0.54;0;0;0;0;0;0;0;0;0;0;0;0;3.06;1.62;1.53;1.08;0.45;0.72;2.07;34.8;1.35;17.5;4.77;27.3;6.94;8.65;1.89;1.98;0.81;0;1.17;1.8;4.86;2.7;0;41.5;4.23;16.4;19.6;6.85;0.9;40.2;0.72;1.17;61.5;0.72;0;22.3;76.1;32.6;1.08;0.63;0.09;0.81;0.9;26.6;21.8;82;0.9;0.45;0;0;2.16;0.81;0;0.45;1.62;0;0;0;6.94;2.16;1.35;61.5
1147;Eden Hazard;BEL;FWMF;Real Madrid;La Liga;31;1991;18;7;717;8;0;1.5;0.88;58.3;0;0;15.1;0;0;0;45.8;51.4;89.1;672;118.3;27.9;30.9;90.3;14.1;15.5;91.1;2.5;2.63;95.2;0.13;3.5;2;1.5;0;2.63;51.4;49.8;1.63;0.5;0.25;10.1;0.88;1.63;0.25;0;0;0;42.6;6;2.75;10.6;37.3;1.38;0.75;1.25;45.8;0.38;0.25;1;1;5.5;4.5;0;0.5;0;0.5;0;0.13;0.13;0;0;0;0;0;1;0.75;0.63;0.38;0;0.38;0.75;50;0.38;9.38;2.5;26.7;2.63;4.63;2.13;0.38;0.13;0;0.25;1;2;0.13;0;63.6;0.63;5.75;25.5;37.8;8.63;62.3;2.38;2.88;82.6;2.38;0;51.1;338.3;206.4;12.4;3.5;2.13;2.13;2.13;65.6;54.9;83.6;12.5;0.38;0;0;1.13;4.5;0.5;1.63;0.75;0;0;0;3.75;0.38;0.63;37.5
1148;Thorgan Hazard;BEL;FWDF;Dortmund;Bundesliga;29;1993;23;14;1337;14.9;0.27;1.48;0.4;27.3;0.18;0.67;15.9;0.13;0;0;42.3;55.7;75.9;678.3;189.9;22.4;26;86.3;14.9;19.5;76.3;3.42;6.91;49.5;0.07;1.34;1.34;1.28;0.27;3.69;55.7;47.9;7.79;0.87;0;8.12;2.28;2.15;2.42;1.07;1.14;0;35.2;10.5;10;10.4;37.2;2.42;4.43;0.27;42.3;0.27;0.6;2.35;1.95;2.82;1.68;0.34;0.34;0.13;0.2;0.13;0.34;0.07;0;0.13;0.07;0;0.07;1.54;0.81;0.54;0.67;0.34;0.67;2.82;23.8;2.15;19.9;5.44;27.4;4.7;8.59;6.58;1.54;0.07;0;1.48;1.41;2.95;0.67;0;67.6;1.34;11.3;31.2;28.3;3.76;59.7;1.14;2.55;44.7;1.28;0.2;40.9;175.9;94;4.5;1.54;0.6;1.34;1.54;54.4;45.7;84.1;6.17;0.13;0;0;1.61;1.28;0.74;2.15;0.81;0;0;0;7.38;1.21;1.88;39.1
1149;Jonas Hector;GER;DF;Köln;Bundesliga;32;1990;30;30;2553;28.4;0;0.63;0.18;27.8;0;0;15.2;0;0;0;43.9;57.9;75.8;916.2;349.6;15.1;17.6;85.6;20;24.2;82.8;8.31;13.8;60.1;0.21;1.3;2.57;1.06;0.56;4.12;57.9;48.2;9.72;1.34;0;8.56;1.44;2.61;0.14;0.07;0.04;0;32.3;9.86;15.8;36.3;9.72;2.11;8.24;0.11;43.9;0.14;0.88;1.9;1.83;2.29;1.73;0.28;0.04;0.11;0;0.14;0.25;0.25;0;0;0;0;0;3.03;1.83;1.48;1.06;0.49;1.23;2.78;44.3;1.55;16.2;5.7;35.2;6.51;6.8;2.89;2.18;0.35;0;1.83;2.25;5.28;2.85;0.07;70.5;4.01;23.4;33.9;17.3;2.29;61.5;0.6;0.95;63;0.67;0.04;40.2;214.5;113.1;4.93;1.41;0.42;0.6;0.63;43.6;39.9;91.6;2.5;0.11;0;0;1.09;2.08;0.04;2.61;1.83;0;0;0;9.79;2.15;1.16;64.9
1150;Hwang Hee-chan;KOR;FW;RB Leipzig;Bundesliga;26;1996;2;0;49;0.5;0;2;0;0;0;0;8.1;0;0;0;12;16;75;188;0;8;8;100;4;4;100;0;2;0;0;0;0;0;0;0;16;16;0;0;0;4;0;2;0;0;0;0;12;2;2;4;10;0;0;0;12;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;10;2;20;2;8;0;0;0;0;0;2;2;0;0;34;0;2;16;18;4;34;4;6;66.7;4;0;26;104;60;6;2;2;4;4;32;26;81.3;6;0;0;0;0;4;0;2;0;0;0;0;6;2;4;33.3
1151;Hwang Hee-chan;KOR;FWMF;Wolves;Premier League;26;1996;30;20;1816;20.2;0.25;1.44;0.59;41.4;0.17;0.42;15.1;0;0;0;25.2;31;81.3;415;72.5;13.6;16;84.8;8.81;10.3;85.6;2.28;3.12;73;0.05;0.79;1.34;0.69;0;2.03;31;30.5;0.5;0.05;0.1;5.25;0.45;0.5;0.1;0;0;0;24.1;3.51;3.42;3.32;25.4;1.34;0.1;0.45;25.2;0.1;0.25;0.99;0.99;1.68;1.14;0;0.15;0.15;0.15;0.1;0.15;0.05;0;0.05;0;0;0.05;1.39;0.69;0.45;0.84;0.1;0.64;1.78;36.1;1.14;13.5;3.17;23.5;2.62;6.58;4.26;0.69;0;0;0.69;1.24;2.62;0.4;0.05;43.1;0.69;6.53;22.7;17.7;3.56;42.6;1.53;2.87;53.4;1.63;0.5;31.9;203.2;109.6;5.2;1.88;1.04;2.72;1.78;45.5;33;72.6;6.34;0.1;0;0;1.58;2.18;0.15;0.5;0.69;0;0;0;5.15;0.5;1.58;23.8
1152;Silvan Hefti;SUI;DF;Genoa;Serie A;24;1997;16;14;1288;14.3;0;0.35;0.07;20;0;0;16.4;0;0;0;28.5;38.9;73.4;469.6;213.9;15;17.6;85.7;10.3;13.8;74.6;2.38;5.31;44.7;0;0.84;2.1;1.12;0.49;3.29;38.9;29.1;9.79;0.56;0;4.97;0.28;1.4;0;0;0;0;18.4;11;9.51;2.52;24.8;1.54;9.23;0.07;28.5;0;0.63;1.68;1.68;1.4;1.19;0.07;0;0.07;0.07;0;0;0;0;0;0;0;0;4.2;2.52;1.96;1.61;0.63;2.38;4.48;53.1;2.1;23.1;7.55;32.7;10.9;8.74;3.43;1.96;0.28;0;1.68;2.52;6.71;1.82;0;51.1;2.94;15.9;23.6;14.8;1.26;41.7;0.98;1.75;56;1.19;0.14;23.8;143.8;86.1;4.2;1.4;0.35;0.7;1.33;22.2;19.8;89;1.96;0.07;0;0;1.19;0.56;0;1.4;2.52;0;0.07;0;9.79;0.98;1.75;35.9
1153;Dominique Heintz;GER;DF;Union Berlin;Bundesliga;28;1993;7;7;467;5.2;0;0.19;0.19;100;0;0;5;0;0;0;40.6;49.6;81.8;817.5;271.3;13.7;14.6;93.4;21.5;24.4;88.2;5;8.65;57.8;0;0.19;4.04;0;0;3.27;49.6;47.7;1.92;1.35;0;9.04;0.77;0;0;0;0;0;37.3;4.23;8.08;35;10.2;2.5;0.58;0.19;40.6;0.19;0.77;0.96;1.73;0.38;0.38;0;0;0;0;0;0.19;0.19;0;0;0;0;0;1.73;0.96;0.96;0.77;0;0.96;1.54;62.5;0.58;12.7;5.38;42.4;6.92;4.62;1.15;1.35;0.77;0;0.58;2.69;4.42;4.42;0;60.4;5.19;25.8;36.2;2.69;0.38;59;0.58;0.77;75;0.58;0;36;210.2;114.6;4.04;0;0;0.19;0.19;40.4;38.8;96.2;0.19;0;0;0;1.35;0.58;0.19;0;0.96;0;0;0;7.69;2.5;2.31;52
1154;Dominique Heintz;GER;DF;Freiburg;Bundesliga;28;1993;1;0;29;0.3;0;0;0;0;0;0;0;0;0;0;63.3;70;90.5;1766.7;470;6.67;13.3;50;36.7;36.7;100;20;20;100;0;0;3.33;0;0;0;70;70;0;0;0;10;3.33;0;0;0;0;0;56.7;0;13.3;46.7;13.3;3.33;0;0;63.3;0;0;3.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.67;3.33;50;3.33;3.33;0;0;0;0;0;3.33;3.33;0;0;73.3;3.33;56.7;16.7;3.33;0;73.3;0;0;0;0;0;40;183.3;126.7;0;0;0;0;0;60;60;100;0;0;0;0;0;0;0;0;0;0;0;0;10;6.67;10;40
1155;Jordan Henderson;ENG;MF;Liverpool;Premier League;31;1990;35;29;2597;28.9;0.07;1.07;0.21;19.4;0.06;0.33;23;0.03;0;0;63.9;76.2;83.8;1212.7;284.7;26.3;29;90.6;28.1;32.2;87.2;8.41;12;69.8;0.17;1.31;6.47;1.83;0.45;6.09;76.2;73.7;2.46;0.76;0.24;10.4;1.63;1.66;0.1;0;0.07;0;53.7;9.24;13.3;10.1;61.9;2.28;0.8;0.38;63.9;0.21;0.76;2.32;1.7;2.7;2.46;0.14;0.07;0;0;0.03;0.38;0.38;0;0;0;0;0;1.28;0.83;0.24;0.9;0.14;0.55;1.63;34;1.07;16.2;5.05;31.3;3.43;8.89;3.84;1.07;0.1;0;0.97;1.49;2.77;0.59;0;83.1;1.56;10.9;51;26;1.66;80.7;0.59;0.9;65.4;0.62;0.1;54.9;244.4;110.3;4.5;2.04;0.14;0.66;0.45;69.2;63.9;92.3;3.98;0.1;0;0;1.14;0.45;0.1;1.66;0.83;0;0;0;11.1;0.8;0.69;53.5
1156;Liam Henderson;SCO;MF;Empoli;Serie A;26;1996;38;23;2020;22.4;0.09;1.88;0.67;35.7;0.05;0.13;20.6;0.09;0;0;26.8;38;70.6;466.7;163.5;12.1;14.6;82.8;11.2;14.9;75.4;2.77;5.89;47;0.13;1.88;2.46;1.16;0.36;3.44;38;34.7;3.3;0.76;0;6.47;0.98;2.68;1.29;0.13;0.67;0.13;25.2;6.16;6.61;4.42;30.9;1.38;0.58;0.27;26.8;0.22;0.94;1.92;1.96;3.3;2.5;0.54;0;0.13;0.13;0;0.45;0.27;0.04;0;0.04;0.09;0;1.03;0.63;0.4;0.45;0.18;0.22;0.85;26.3;0.63;21.2;3.84;18.1;5.94;9.82;5.45;1.12;0.27;0;0.85;0.4;1.43;0.76;0;45.8;1.56;6.92;19.9;22.1;3.39;42.6;0.13;0.45;30;0.18;0.09;28.8;147.4;67.2;3.75;1.21;0.31;0.85;0.89;38.9;30.9;79.4;5.71;0.18;0;0;2.68;1.16;0.13;2.68;0.63;0.09;0.04;0;7.54;0.71;0.94;43.2
1157;Jeff Hendrick;IRL;MF;Newcastle Utd;Premier League;30;1992;3;0;72;0.8;1.25;1.25;1.25;100;1;1;27;0;0;0;30;33.8;88.9;565;37.5;12.5;13.8;90.9;13.8;13.8;100;3.75;5;75;0;1.25;2.5;0;0;1.25;33.8;33.8;0;0;0;6.25;1.25;0;0;0;0;0;30;2.5;1.25;0;32.5;0;0;0;30;0;0;1.25;0;1.25;1.25;0;0;0;0;0;0;0;0;0;0;0;0;1.25;1.25;0;1.25;0;1.25;1.25;100;0;20;2.5;12.5;2.5;13.8;3.75;0;0;0;0;0;1.25;1.25;0;40;1.25;5;25;11.3;1.25;40;1.25;1.25;100;1.25;1.25;31.3;93.8;32.5;1.25;0;0;0;1.25;32.5;28.8;88.5;1.25;0;0;0;2.5;0;0;0;1.25;0;0;0;7.5;1.25;1.25;50
1158;Wayne Hennessey;WAL;GK;Burnley;Premier League;35;1987;2;2;180;2;0;0;0;0;0;0;0;0;0;0;20;40;50;1059.5;925;0.5;0.5;100;4;4;100;15.5;35.5;43.7;0;1.5;2.5;0;0;0;40;21.5;18.5;8;0;0.5;0;0;0;0;0;0;5.5;1;33.5;4;30;0;0;4;20;0.5;1.5;0;0;1.5;0.5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0.5;0;0;0;0;0;0;0;0;0;0;43.5;34.5;41.5;2;0;0;25.5;0;0;0;0;0;13;79;63.5;0;0;0;0;0;11.5;11.5;100;0;0;0;0;0;0.5;0;0;0;0;0;0;6;0;0;0
1159;Benjamin Henrichs;GER;DF;RB Leipzig;Bundesliga;25;1997;22;12;1143;12.7;0.24;1.18;0.47;40;0.2;0.5;14.1;0;0;0;46.6;58.1;80.2;737.6;290.6;23.4;26.5;88.1;19.7;23;85.6;2.36;5.98;39.5;0.24;1.1;3.46;1.5;0.24;6.93;58.1;50.5;7.64;0.47;0.16;8.66;0.63;2.05;0;0;0;0;39;11.1;8.03;12.3;37;1.02;7.17;0.24;46.6;0.16;0.47;1.65;1.81;1.89;1.42;0;0;0.08;0.16;0.24;0.39;0.24;0;0;0.08;0.08;0;2.91;1.65;1.73;0.63;0.55;1.26;1.81;69.6;0.55;15;4.96;33;5.43;6.61;2.99;1.57;0.16;0;1.42;2.13;5.04;1.73;0;69.4;2.28;16;33.9;22.9;3.31;61.9;0.71;1.18;60;0.79;0.08;45;207.3;113.3;5.2;1.34;0.39;0.87;1.02;49.2;45.4;92.2;3.31;0.24;0;0;1.1;1.1;0.08;2.05;1.65;0;0.08;0;7.17;0.71;0.79;47.4
1160;Henrique;BRA;DF;Lyon;Ligue 1;28;1994;18;12;1105;12.3;0;0.41;0;0;0;0;14.9;0;0;0;57.1;65.9;86.7;875;265.4;31.1;33.8;92.1;21.5;24.6;87.5;3.01;5.04;59.7;0.08;0.81;1.79;0.73;0.33;3.01;65.9;56.3;9.59;0.65;0;8.21;0.16;1.54;0.08;0;0;0;46.2;12;7.72;48.9;4.15;1.87;8.86;0.33;57.1;0.24;0.57;1.54;1.06;1.38;1.3;0;0;0;0.08;0;0.16;0.16;0;0;0;0;0;1.71;0.89;1.22;0.33;0.16;0.41;1.3;31.3;0.89;12.2;3.41;28;4.88;4.39;2.93;1.95;0.16;0;1.79;1.54;3.25;1.54;0;75.4;1.71;20.4;41.4;18.9;1.71;66.1;0.73;1.3;56.3;0.89;0.08;48.6;224.2;134.1;5.53;2.03;0.41;0.57;1.14;53.7;49;91.4;1.79;0.24;0;0;1.3;1.3;0;1.54;0.89;0;0;0;8.78;2.03;0.98;67.6
1161;Dalbert Henrique;BRA;DFMF;Cagliari;Serie A;28;1993;28;27;2081;23.1;0;0.43;0.04;10;0;0;16.7;0;0;0;26.1;36.7;71.3;529.3;195.6;9.57;11.7;81.5;11.6;15.1;76.5;4.5;8.18;55;0.09;1.26;1.65;0.87;0.48;2.55;36.7;28.1;8.53;0.69;0.04;4.94;1.39;2.21;0.56;0.13;0.17;0;17.7;7.1;11.9;23.9;2.9;1.26;7.27;0.35;26.1;0.09;0.48;2.25;1.56;2.16;1.47;0.52;0.04;0.04;0.04;0.04;0.17;0.09;0.04;0;0.04;0;0;2.25;1.21;1.21;0.78;0.26;0.26;1.26;20.7;1;18.2;4.76;26.2;6.19;8.1;3.9;2.12;0.3;0;1.82;1.43;3.68;1.3;0;47.7;2.34;11.3;22.5;16.3;1.21;39.3;0.52;1.13;46.2;0.56;0;24;108.7;62.8;3.29;0.95;0.13;1.34;1.13;29.8;23.5;79.1;2.86;0.39;0;0;1.9;1.26;0.17;2.21;1.21;0;0.09;0;7.01;1.65;1.86;46.9
1162;Luis Henrique;BRA;FWMF;Marseille;Ligue 1;20;2001;20;7;699;7.8;0;0.77;0.26;33.3;0;0;15.3;0;0;0;21.3;26.9;79;357.2;71;11.8;13.6;86.8;6.92;8.59;80.6;2.05;3.21;64;0.13;0.9;0.9;0.9;0.26;1.79;26.9;25.8;1.15;0.13;0.26;4.23;0.9;1.67;0;0;0;0;20.9;3.08;2.95;2.56;22.4;0.77;1.03;0;21.3;0;0.77;1.15;1.03;1.79;1.28;0;0;0.26;0.13;0.13;0.13;0.13;0;0;0;0;0;0.51;0.38;0.26;0;0.26;0.26;0.9;28.6;0.64;13.3;3.33;25;4.23;5.9;3.21;0.77;0;0;0.77;1.28;1.79;0;0;35.8;0;5.13;15.8;18.8;3.21;34.6;0.64;2.44;26.3;0.9;0;28.1;163.2;79.4;4.23;0.9;1.15;1.92;2.05;40;27.1;67.6;6.15;0;0;0;0.77;0.51;0.64;1.67;0.38;0;0;0;4.62;0.13;0.64;16.7
1163;Matheus Henrique;BRA;MF;Sassuolo;Serie A;24;1997;25;10;1078;12;0;0.58;0;0;0;0;22.6;0;0;0;46.4;51.2;90.7;798.6;188.9;22.6;24;94.1;16.6;17.5;94.8;5.5;6.67;82.5;0.08;1.17;4;0.58;0.08;3.58;51.2;50.1;1.08;0.5;0;6.58;1.33;0.42;0.42;0.17;0.17;0;43.3;4.25;3.67;4.42;45.3;0.58;0.17;0.25;46.4;0;0.42;1.08;0.75;3.08;2.5;0.08;0.17;0.08;0.08;0.17;0.25;0.25;0;0;0;0;0;1.17;0.92;0.58;0.33;0.25;0.58;2.25;25.9;1.67;15.8;4.25;27;4.17;9.17;2.42;1.25;0.08;0;1.17;1.08;2.25;1;0;59.7;2.58;12.9;36.8;15.3;0.75;58.8;1.58;2.33;67.9;1.58;0;48;256.3;131.3;6.42;2.42;0.42;0.5;1.58;49.7;46.6;93.8;1.92;0.25;0;0;1.83;1.42;0;0.42;0.92;0;0;0;6.92;0.42;0.75;35.7
1164;Rico Henry;ENG;DF;Brentford;Premier League;24;1997;34;33;2776;30.8;0.1;0.45;0.16;35.7;0.21;0.6;16;0;0;0;28.2;39;72.2;465;156.9;14;16.6;84.5;11;14.4;76.7;2.5;5.39;46.4;0;0.58;1.62;0.81;0.42;2.53;39;35;4.03;0.23;0;6.04;0.39;1.62;0;0;0;0;22.3;7.89;8.83;28.9;2.69;2.76;3.8;0.03;28.2;0.06;0.91;1.59;2.11;1.33;1.17;0.03;0.1;0;0.03;0;0.03;0.03;0;0;0;0;0;1.36;0.88;0.88;0.26;0.23;0.36;1.17;30.6;0.81;12.9;3.44;26.8;5.94;4.32;2.6;2.4;0.39;0;2.01;1.92;3.28;2.01;0.03;50.2;3.18;16.5;21;15.7;1.3;46.3;0.75;1.72;43.4;0.78;0.03;30.1;142.6;75.6;3.51;1.2;0.39;0.65;1.43;31.7;27.2;86.1;1.98;0.06;0;0;0.68;1.04;0.03;1.62;0.88;0;0.03;0;10.1;1.2;1.46;45.1
1165;Thomas Henry;FRA;FW;Venezia;Serie A;27;1994;33;23;2115;23.5;0.38;2.13;0.98;46;0.18;0.39;12.8;0;0;0;12;19.4;61.8;190.9;31.3;6.34;9.32;68;3.36;5.49;61.2;1.49;2.09;71.4;0.09;0.89;0.85;0.38;0.09;0.85;19.4;18.3;1.11;0.04;0.09;7.83;0.34;0.43;0;0;0;0;9.74;5.23;4.38;2.85;9.96;1.4;0.09;1.57;12;0.17;0.64;0.98;1.19;1.62;1.28;0;0.04;0.09;0.21;0;0.26;0.17;0;0;0.09;0;0;0.3;0.21;0.04;0.13;0.13;0.17;0.43;40;0.26;10.1;2.98;29.4;0.72;4.34;5.06;0.51;0.34;0;0.17;0.13;0.43;1.11;0.04;33;1.57;2.89;18.4;13.3;4.13;31.9;0.6;1.23;48.3;0.6;0.17;19.1;75.1;32.6;1.87;0.6;0.38;3.32;2.51;46.8;25.4;54.2;4.85;0.26;0.04;0.04;2.47;3.32;0.6;0.43;0.21;0;0;0.09;3.49;4.38;4.51;49.3
1166;Christophe Hérelle;MTQ;DF;Brest;Ligue 1;29;1992;23;23;1932;21.5;0;0.23;0.09;40;0;0;9;0;0;0;33.4;38;88.1;800.2;220.2;6.51;7.21;90.3;18.5;19.9;93.2;8;10.2;78.5;0;0.14;2.37;0.09;0.05;1.58;38;35.9;2.09;2;0.05;3.49;1.35;0.05;0;0;0;0;28.9;2.65;6.42;4;30.6;2.42;0.09;0.09;33.4;0.14;0.84;0.74;0.19;0.47;0.47;0;0;0;0;0;0;0;0;0;0;0;0;2.09;0.98;1.35;0.7;0.05;0.23;0.74;31.3;0.51;8.6;3.07;35.7;5.35;3.12;0.14;1.35;0.7;0.05;0.65;3.12;5.21;4.05;0.05;48.7;7.16;26.8;23.2;1.35;0.47;46.7;0.05;0.19;25;0.09;0;27.5;140.9;77.8;1.95;0.28;0;0.05;0.28;28.8;28.4;98.5;0.09;0.28;0;0;1.12;1.16;0.05;0.05;0.98;0;0;0;6.42;1.58;0.84;65.4
1167;Jérôme Hergault;FRA;DFMF;Lorient;Ligue 1;36;1986;8;5;352;3.9;0;0.26;0;0;0;0;15.1;0;0;0;42.3;56.4;75;716.2;301.8;20;25.4;78.8;18.5;23.6;78.3;3.33;5.64;59.1;0;0.26;3.33;1.28;0.51;4.1;56.4;44.4;12.1;0.26;0;4.36;0.77;2.82;0;0;0;0;28.5;16.9;11;3.59;36.2;4.1;11.8;0;42.3;0;1.28;3.08;1.79;0.77;0.51;0.26;0;0;0;0;0;0;0;0;0;0;0;1.03;0.51;0.26;0.77;0;0.26;0.77;33.3;0.51;9.74;2.82;28.9;4.62;3.08;2.05;1.79;0.26;0;1.54;2.56;3.59;2.82;0;66.9;2.82;15.1;33.3;23.1;1.54;55.1;0.51;1.28;40;0.51;0;33.8;150.8;96.2;4.62;1.54;0;0.77;1.54;39.7;35.6;89.7;1.79;0.51;0.51;0.26;1.54;0.77;0;2.82;0.51;0;0;0;10.5;1.79;2.05;46.7
1168;Kike Hermoso;ESP;DF;Betis;La Liga;22;1999;1;1;90;1;1;2;1;50;0.5;1;10.2;0;0;0;47;51;92.2;983;195;15;15;100;26;27;96.3;6;9;66.7;0;0;0;0;0;0;51;50;1;1;0;3;0;0;0;0;0;0;44;2;5;2;47;1;0;0;47;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0;1;1;100;0;8;3;37.5;4;4;0;5;2;0;3;1;3;11;0;72;7;51;19;2;2;72;1;1;100;1;0;43;122;41;1;0;0;1;0;46;46;100;0;0;0;0;1;0;0;0;2;0;0;0;6;5;3;62.5
1169;Mario Hermoso;ESP;DF;Atlético Madrid;La Liga;26;1995;26;21;1865;20.7;0.1;0.82;0.19;23.5;0.12;0.5;15.7;0;0;0;54.3;63.2;85.9;1112;394.6;20.8;22.3;93.3;23.6;26;90.9;9.42;13.6;69.4;0.05;0.39;4.35;0.53;0.1;4.06;63.2;58.1;5.17;1.3;0;6.28;3.33;0.72;0;0;0;0;42.2;8.84;12.2;44.1;10;3;3.86;0.34;54.3;0.19;1.26;1.35;0.92;1.11;0.92;0.14;0;0.05;0;0;0.1;0.1;0;0;0;0;0;1.35;0.72;0.97;0.29;0.1;0.82;2.03;40.5;1.21;8.5;3.29;38.6;5.02;2.51;0.97;1.4;0.14;0;1.26;1.74;3.09;2.56;0.05;70.9;5.02;27.7;38.3;9.08;1.4;66;0.24;0.43;55.6;0.29;0;44.9;223.1;125.8;3.82;1.35;0;0.34;0.43;49.2;47.5;96.6;0.63;0.29;0.05;0;1.26;0.68;0.05;0.72;0.72;0;0;0.05;9.95;2.95;1.35;68.5
1170;Aridane Hernández;EQG;DF;Osasuna;La Liga;33;1989;15;12;1159;12.9;0;0.16;0;0;0;0;13.5;0;0;0;33.6;41.4;81.3;789.1;257.1;7.05;8.6;82;18.4;21.2;86.9;7.6;10.9;69.5;0;0.16;2.17;0;0;2.48;41.4;39.8;1.55;1.4;0;5.58;1.55;0.16;0;0;0;0;27.2;3.88;10.3;5.89;30.4;3.57;0.08;0.23;33.6;0.08;1.71;0.54;0.16;0.39;0.23;0;0.08;0;0;0.08;0;0;0;0;0;0;0;1.24;0.7;1.09;0.16;0;0.47;1.01;46.2;0.54;6.67;2.64;39.5;4.26;2.09;0.31;1.55;0.78;0;0.78;2.17;3.41;5.27;0;51.6;6.51;28;25;1.09;0.31;50.1;0.08;0.16;50;0.08;0;26.7;122.1;55.3;1.71;0.08;0;0;0.16;29.1;28.2;97.1;0.08;0.08;0;0;0.47;0.39;0.23;0.16;0.7;0;0;0.08;9.84;2.4;1.78;57.4
1171;Lucas Hernández;FRA;DF;Bayern Munich;Bundesliga;26;1996;25;25;2030;22.6;0;0.18;0.04;25;0;0;9.2;0;0;0;78.5;86.9;90.2;1557.1;545.9;26.9;28.6;93.8;41.6;44.2;94.3;9.34;12.8;73;0.04;0.44;7.65;0.49;0.09;6.9;86.9;82.5;4.47;1.59;0.04;7.26;2.21;0.22;0;0;0;0;70.7;6.46;9.78;75.9;4.82;1.9;2.88;0.18;78.5;0.13;0.62;1.15;1.02;1.11;0.97;0;0;0;0.13;0;0.18;0.18;0;0;0;0;0;2.65;1.64;1.11;1.11;0.44;1.19;1.99;60;0.8;11.9;4.69;39.4;5.49;4.78;1.64;1.81;0.58;0;1.24;1.81;4.47;2.79;0.04;97.2;6.77;38;58;8.14;0.53;93.1;0.58;1.02;56.5;0.62;0.13;69.1;361.5;193.9;6.64;1.73;0.09;0.18;0.49;73.1;72;98.6;0.4;0.31;0;0;1.02;1.86;0;0.22;1.64;0;0;0;10.6;2.12;1.06;66.7
